::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "POST /api/museums HTTP/1.1" 500 480 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "POST /api/museums HTTP/1.1" 500 1133 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "GET /api/museums HTTP/1.1" 200 415 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "GET /api/museums/name/test HTTP/1.1" 200 193 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "GET /api/museums/1 HTTP/1.1" 404 239 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "GET /api/museums/5e02f9ff6ea77c67509ffc16 HTTP/1.1" 200 193 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "GET /api/museums/name/test HTTP/1.1" 200 193 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "PUT /api/museums/5e02f9ff6ea77c67509ffc16 HTTP/1.1" 200 226 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:15 +0000] "PUT /api/museums/5e02f9ff6ea77c67509ffc16 HTTP/1.1" 200 234 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:16 +0000] "GET /api/museums/name/test HTTP/1.1" 500 83 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:16 +0000] "DELETE /api/museums/undefined HTTP/1.1" 404 270 "-" "node-superagent/3.8.3"
::ffff:127.0.0.1 - - [25/Dec/2019:05:56:16 +0000] "DELETE /api/museums/undefined HTTP/1.1" 404 270 "-" "node-superagent/3.8.3"
